,people_ID,Infect_prob
135,17857,80.668915
136,6043,37.912376
137,18330,13.621243
138,18333,38.00306
139,17788,60.521484
140,18332,89.131546
141,17836,82.94537
142,5247,16.747261
143,5922,56.631626
144,18641,86.220795
145,5951,43.964424
146,18807,79.53854
147,18293,60.46706
148,18775,43.584496
149,5601,78.07767
150,5102,28.81448
151,18464,5.812397
152,17713,26.488926
153,18557,33.577766
154,18854,74.803665
155,18401,27.956675
156,18699,45.161583
157,5706,42.254425
158,5747,63.05682
159,5496,29.026577
160,18308,15.177616
161,5345,86.226105
162,18525,11.246023
163,18258,40.753384
164,6062,27.130404
165,17921,18.389109
166,5303,52.682175
167,18592,8.659362
168,5814,8.133788
169,18805,29.761831
170,5910,65.17014
171,5201,89.41008
172,5724,41.892384
173,17693,7.723066
174,5407,33.162476
175,18617,62.089127
176,18173,87.52976
177,18875,49.017284
178,5225,59.064796
179,5858,9.836921
180,5091,85.71959
181,5254,31.957527
182,18801,80.68966
183,6009,61.868305
184,18149,56.48492
185,6105,43.127243
186,5974,56.850174
187,17967,38.025467
188,5781,61.67463
189,5834,85.68167
190,17683,53.129017
191,5338,60.92547
192,18400,21.37158
193,18633,73.86709
194,6162,54.70044
195,18598,9.809973
196,5212,27.888142
197,18731,18.9515
198,18177,32.694027
199,5232,36.22036
200,5753,37.070248
201,5118,33.004807
202,18055,63.334484
203,18151,46.638474
204,5572,81.838104
205,18502,37.521637
206,18178,14.939968
207,6276,32.24263
208,5226,42.169823
209,18411,28.1382
210,6134,7.056574
211,5177,59.310875
212,18031,10.38181
213,17853,90.81326
214,6171,60.649113
215,5725,95.835495
216,6282,38.313316
217,18762,87.697174
218,17909,75.66861
219,18357,23.776308
220,5981,84.90331
221,5862,59.16333
222,18461,62.189926
223,5275,15.698518
224,6084,31.043669
225,18403,11.623063
226,17856,42.629395
227,17723,15.291709
228,6103,83.50459
229,17897,13.267976
230,6042,58.685814
231,6219,91.817276
232,5697,59.67012
233,18636,70.03082
234,5343,18.090496
235,5994,81.46918
236,5956,67.70743
237,5666,32.050083
238,18791,58.74418
239,5686,65.36238
240,6027,55.76182
241,5751,78.88293
242,18812,44.904907
243,18688,37.653206
244,18441,33.308735
245,5508,10.166447
246,5889,31.413176
247,5843,61.700794
248,5459,54.41743
249,18141,85.67112
250,18757,43.96339
251,6313,28.884575
252,6032,85.43702
253,18475,29.294245
254,17702,40.274696
255,5815,59.869003
256,18816,33.94313
257,18589,91.633965
258,17738,6.819482
259,18553,35.07218
260,5538,9.405087
261,18472,75.53203
262,5453,84.11722
263,18026,59.273895
264,18409,83.73909
265,5444,5.8137093
266,17965,48.97271
267,18541,85.04241
268,5371,36.30279
269,6051,68.50732
270,18882,35.400898
271,5108,85.82128
272,6005,66.905624
273,5380,51.169434
274,6151,77.93855
275,18195,61.64937
276,17695,58.805458
277,5101,34.3537
278,5255,87.592606
279,5579,59.1051
280,18509,82.60711
281,5257,64.56384
282,6310,68.781204
283,5431,78.16161
284,17703,75.37524
285,18316,42.157494
286,5174,12.268141
287,18337,12.953753
288,18515,40.13239
289,17993,35.31116
290,6232,31.673908
291,5339,23.855974
292,5972,37.3296
293,6097,19.23082
294,5130,59.4412
295,5934,33.711216
296,17646,45.222443
297,5803,82.736755
298,18134,44.39673
299,18301,39.556427
300,18071,7.6833696
301,5973,56.559837
302,17972,88.25794
303,6212,84.82192
304,17886,31.026588
305,18584,62.569637
306,18027,60.84581
307,5093,51.45009
308,5817,27.844011
309,5519,33.455666
310,18127,84.36454
311,6144,10.696223
312,5430,36.031662
313,6179,82.220604
314,5921,85.68793
315,5788,6.3205647
316,17960,35.999474
317,5682,40.902626
318,5713,36.360233
319,18735,92.45031
320,18693,62.591602
321,6256,59.635235
322,18064,33.012096
323,18302,9.920537
324,5620,12.930589
325,18010,84.84819
326,18647,7.378039
327,5749,80.88636
328,18286,50.02467
329,5381,74.639984
330,6012,42.02905
331,18043,64.34984
332,18845,84.96823
333,17736,82.28644
334,17919,40.984825
335,5297,58.71919
336,17651,58.14467
337,5109,84.936005
338,5756,58.390957
339,17628,89.64344
340,6237,62.088726
341,18407,16.420593
342,5157,35.10931
343,17902,16.756481
344,18650,60.008507
345,5589,59.871124
346,6010,12.465597
347,18792,87.76003
348,17932,77.28457
349,18568,79.06178
350,17684,89.034325
351,5573,86.7213
352,17685,9.280285
353,5948,83.96702
354,5469,77.317604
355,18736,66.74336
356,17664,15.938053
357,6319,41.185787
358,5421,38.906937
359,18648,35.705692
360,18369,63.50877
361,6065,58.667988
362,18486,35.854458
363,5259,7.7341466
364,18524,93.919815
365,17774,50.538895
366,5955,85.01061
367,17701,37.119835
368,6312,85.742294
369,18094,88.353134
370,17647,36.619686
371,5515,65.958626
372,18087,75.42041
373,18278,59.421463
374,18868,67.09681
375,18764,82.461296
376,5478,9.320929
377,6091,87.03167
378,18358,6.331959
379,18570,38.35591
380,17994,56.423916
381,17931,75.74368
382,18476,10.513998
383,6314,67.21686
384,5727,43.395615
385,5879,58.86996
386,6240,58.525375
387,17663,64.36226
388,18457,67.53637
389,18562,61.097534
390,17908,65.60131
391,18183,60.420704
392,5203,39.795414
393,18658,36.806408
394,18745,35.085274
395,17889,72.83288
396,5185,66.66183
397,6161,59.944355
398,5833,18.625044
399,5348,24.705734
400,6261,40.31535
401,5841,14.990312
402,5503,80.83018
403,5187,37.406948
404,18789,87.12392
405,5674,39.875233
406,18768,33.05655
407,18430,86.21456
408,5931,6.4212813
409,18787,40.355846
410,5284,84.31108
411,18544,35.362263
412,18726,21.395723
413,17907,79.12051
414,17850,83.89897
415,18073,65.83022
416,5631,46.048702
417,6190,14.1176815
418,5482,53.34351
419,18865,80.380035
420,18700,36.404003
421,6234,85.32188
422,5689,26.591908
423,18585,35.383556
424,17674,39.930897
425,17875,70.23433
426,5997,80.73648
427,5405,35.34791
428,18201,15.690152
429,18575,83.46966
430,5196,34.901737
431,17709,86.99215
432,5687,82.96307
433,6284,47.391537
434,6140,62.575638
435,18352,59.45906
436,17718,32.83019
437,6247,60.749718
438,18578,69.41722
439,18135,85.27661
440,6052,92.98524
441,5132,76.9913
442,5846,55.084576
443,5138,32.131516
444,5149,68.47722
445,6321,84.810616
446,18115,29.411379
447,5688,58.929447
448,5748,39.30214
449,17793,91.091644
450,5855,40.80449
451,6305,21.246723
452,18085,38.385345
453,5404,69.28612
454,5870,38.876198
455,18866,57.935658
456,5957,66.03625
457,18138,54.12652
458,6246,7.063692
459,18643,83.946144
460,6210,44.279953
461,17843,33.697086
462,18260,81.556145
463,5667,47.19931
464,18661,35.389946
465,18319,63.893055
466,5762,56.688076
467,17727,30.749449
468,18853,81.418175
469,6251,39.728798
470,18710,33.683807
471,18809,66.34524
472,6067,59.94172
473,6138,38.885643
474,5374,29.168297
475,18408,92.90534
476,5331,65.925606
477,5194,86.233826
478,18692,42.70226
479,18668,45.53379
480,5296,89.147736
481,5546,35.68178
482,5442,85.29177
483,5699,41.704422
484,18255,39.906654
485,5744,86.52681
486,18169,46.359756
487,18343,44.651318
488,17626,84.87099
489,17878,46.347557
490,5474,64.14166
491,18653,94.850105
492,5137,37.206734
493,5602,19.838526
494,5907,60.545494
495,5779,36.690536
496,18180,42.56621
497,18188,44.28132
498,18207,89.49068
499,5379,47.79168
500,18106,86.23326
501,5783,81.791595
502,17890,83.40265
503,5866,16.255898
504,18012,36.304935
505,17711,62.39836
506,6133,77.92658
507,6071,35.242496
508,5857,36.792633
509,18462,39.177185
510,5116,48.220528
511,6136,75.27559
512,17704,14.730697
513,5662,13.037802
514,17690,70.20992
515,6131,15.461581
516,18288,17.655428
517,18203,28.77463
518,18110,64.03156
519,17743,28.142475
520,5207,11.558119
521,5298,60.437626
522,5328,38.421345
523,18238,11.576146
524,5426,59.95456
525,6298,64.36681
526,6106,41.70658
527,5282,41.59101
528,6178,59.78451
529,18227,11.631869
530,17631,8.464172
531,5598,7.443575
532,17820,62.544544
533,18312,61.822906
534,18716,58.880917
535,18529,74.872025
536,17925,54.05874
537,18314,88.49942
538,5859,12.105952
539,6283,11.223222
540,5562,76.89941
541,5722,37.31569
542,18059,83.162
543,5770,10.840876
544,18181,65.32401
545,17649,33.83643
546,5828,32.06225
547,5778,40.749332
548,17772,6.125388
549,18732,47.674023
550,6073,80.478
551,18687,56.13421
552,5395,5.137818
553,6058,14.4673815
554,18579,5.993345
555,18846,4.2322645
556,5265,74.29812
557,17862,7.1747127
558,5237,12.016969
559,17976,24.402977
560,18267,24.635841
561,6048,55.612114
562,18237,8.4845
563,18077,8.429828
564,18299,79.56156
565,5166,6.63027
566,5824,73.02047
567,5216,54.229935
568,18788,9.5895405
569,6231,77.57203
570,5178,9.178484
571,18208,48.711464
572,18376,56.090885
573,5350,14.4616585
574,5903,6.0171843
575,18061,5.8578143
576,18821,38.01554
577,18374,9.049913
578,5392,46.037403
579,17958,51.376587
580,6315,49.919727
581,5349,33.828423
582,5227,49.75755
583,5280,15.088802
584,6303,14.998717
585,6023,52.94993
586,5581,51.808525
587,18202,87.15
588,5970,8.782694
589,18504,9.46883
590,18047,6.0463195
591,5532,83.12831
592,18588,77.39125
593,6098,71.11142
594,6189,64.17938
595,17632,80.96286
596,5359,51.679024
597,18500,54.106205
598,6293,78.89871
599,5205,13.984873
600,17915,8.658887
601,17987,57.463604
602,5517,6.717061
603,5501,88.00796
604,5764,76.68557
605,18211,13.355604
606,18487,58.907204
607,17863,5.0535398
608,5191,7.0429254
609,6111,6.6371126
610,5769,33.610138
611,18605,89.81404
612,18038,76.6338
613,5930,73.42044
614,18072,49.35622
615,6102,59.800537
616,18020,72.94657
617,17665,58.111626
618,17668,7.975098
619,18705,8.351108
620,17968,15.178183
621,18212,58.80208
622,5968,6.5039277
623,17938,76.69052
624,6277,51.73704
625,18536,25.114553
626,18613,86.074295
627,5766,85.42997
628,18474,87.11509
629,18297,10.9920435
630,18753,59.328808
631,18701,57.348568
632,5835,80.3415
633,18142,72.54758
634,18838,9.31983
635,17719,36.801285
636,5890,58.82049
637,5560,72.41506
638,17658,4.5068803
639,18582,34.00608
640,18300,55.232197
641,18679,83.06286
642,18365,29.93846
643,18901,38.1702
644,18414,32.919655
645,18889,9.594908
646,18257,82.309265
647,18884,50.051895
648,18873,59.445103
649,5369,6.57211
650,18698,83.39251
651,5746,19.204449
652,17844,83.31546
653,18893,50.146378
654,17867,55.570484
655,17899,4.8753786
656,18546,8.662946
657,18325,86.61127
658,6220,8.6582575
659,18625,8.659577
660,18053,56.264915
661,5607,34.93925
662,5989,6.8962483
663,17712,27.192293
664,18799,18.602242
665,5483,35.373375
666,6157,47.75909
667,5715,79.954216
668,17814,84.87666
669,17754,7.893049
670,5375,76.20048
671,17627,18.422283
672,17654,59.660854
673,5923,30.05912
674,18348,7.4562306
675,18657,74.1114
676,5262,57.944843
677,18491,76.5927
678,5851,63.887283
679,17956,48.931015
680,6270,74.67125
681,5932,52.2772
682,18323,49.73152
683,5290,12.144614
684,5434,55.59091
685,17782,22.879519
686,5836,73.52505
687,5729,6.705076
688,17780,58.001144
689,17757,46.718204
690,5197,8.136983
691,18498,48.547363
692,18832,84.56212
693,18023,55.078175
694,5435,77.48062
695,18852,71.95684
696,18254,81.10052
697,18024,78.8551
698,6194,7.3952074
699,18007,56.301037
700,5473,33.13026
701,5550,71.869316
702,18451,21.573505
703,6081,35.052773
704,5506,78.62602
705,18098,50.083008
706,17952,13.1393385
707,5844,8.416558
708,5692,40.868942
709,5499,47.423813
710,5145,32.886898
711,18499,9.498512
712,5084,9.136966
713,6169,84.72863
714,18758,8.626293
715,18419,62.29232
716,5838,56.784668
717,5847,7.739912
718,18869,12.0550785
719,5346,30.689594
720,18885,59.94124
721,5183,60.54122
722,5818,25.419558
723,5648,24.769709
724,18390,92.70424
725,18537,78.50428
726,17954,56.952736
727,17786,58.58332
728,17636,36.58561
729,17660,32.692814
730,18221,63.300682
731,5869,15.653607
732,5656,12.723194
733,5684,71.70045
734,5141,17.17346
735,6168,32.879887
736,18908,78.609055
737,5531,53.8071
738,5680,86.41547
739,5960,58.10629
740,18065,9.66191
741,18429,65.68418
742,18793,57.116318
743,5457,31.135891
744,18356,83.3955
745,17766,57.07016
746,6066,24.903772
747,18841,12.026171
748,5549,58.806484
749,5398,13.907248
750,17904,79.9935
751,18322,65.93737
752,5119,34.264374
753,5705,33.03208
754,5977,24.726267
755,18125,37.505836
756,18080,11.808765
757,5946,87.96982
758,18677,61.770977
759,6046,37.838463
760,18317,7.3532124
761,5892,72.323975
762,5300,33.958736
763,5291,73.57067
764,5819,18.441235
765,18444,88.17767
766,5294,92.92579
767,6055,31.0435
768,6064,13.749214
769,18667,42.509483
770,5541,58.867577
771,5991,19.348652
772,6244,85.42219
773,5837,63.569836
774,5827,57.811764
775,18697,14.35525
776,18146,64.76943
777,5920,9.016819
778,18111,75.363045
779,17933,43.698353
780,18607,56.90807
781,18248,56.825382
782,5831,5.9628344
783,5184,8.378454
784,17934,9.514332
785,17746,54.2427
786,6202,31.907768
787,5199,18.759705
788,5884,17.95949
789,17728,6.9138975
790,5657,7.6479216
791,5144,8.666193
792,6217,14.156297
793,17677,80.30855
794,6026,37.75542
795,6233,61.223022
796,5446,39.11748
797,5962,32.40855
798,18423,39.168327
799,17715,38.07059
800,17841,74.62741
801,5800,60.45846
802,6187,86.06729
803,5361,89.16103
804,5384,18.334887
805,18797,13.886492
806,18287,10.321821
807,5558,47.198925
808,18790,17.871613
809,5771,28.257484
810,5209,61.246082
811,6243,53.955585
812,18747,90.79876
813,18587,36.194164
814,5086,29.587322
815,5443,9.959197
816,5148,76.82388
817,18649,56.131153
818,6278,84.96351
819,18204,59.46381
820,5422,33.1921
821,5467,54.294624
822,17923,67.12456
823,18320,13.086803
824,5094,30.839478
825,6088,51.441494
826,5429,26.872845
827,5529,24.394394
828,18218,25.642645
829,5679,83.68082
830,17913,89.74209
831,18576,15.513566
832,18724,87.13661
833,6238,29.033718
834,18637,20.232634
835,18748,85.528046
836,5252,18.27087
837,18075,19.42315
838,18222,79.77278
839,5273,55.85589
840,5886,48.457108
841,6033,57.931583
842,18291,13.791271
843,5616,40.857224
844,18166,77.665924
845,17692,34.889454
846,5219,30.639488
847,5988,85.22019
848,5504,12.192316
849,18129,26.368996
850,18440,16.608091
851,18488,37.240482
852,18131,54.032574
853,18849,28.002234
854,18162,62.151894
855,18829,38.79782
856,5156,18.629644
857,18013,54.86148
858,18804,81.253426
859,17708,9.142843
860,17795,34.32882
861,5811,10.848563
862,17936,85.077225
863,5221,35.028397
864,5845,9.832611
865,18490,89.95913
866,5126,87.567474
867,18367,43.369873
868,5767,64.87269
869,5438,55.70761
870,18746,78.73345
871,18883,37.881634
872,17822,76.85849
873,5535,55.940693
874,5447,12.6052
875,5804,61.067394
876,18729,20.574831
877,18032,88.50653
878,5570,80.279366
879,18837,17.496761
880,18690,81.743065
881,5245,17.334484
882,6123,13.254774
883,17916,56.75919
884,18859,52.52956
885,18232,48.47418
886,5954,59.921555
887,5308,49.12258
888,18458,34.126797
889,5813,27.194475
890,5914,84.26454
891,18561,31.50829
892,18114,89.460266
893,5590,56.319546
894,17848,30.494553
895,5309,60.694263
896,5110,68.66487
897,6192,30.640957
898,5079,73.57147
899,5640,66.74612
900,18067,10.009027
901,5695,6.192951
902,18620,62.765682
903,18215,82.226875
904,5626,14.749926
905,17720,8.320318
906,18548,63.76871
907,6280,59.995068
908,18449,58.608746
909,18450,55.86926
910,18005,33.185684
911,18831,58.1068
912,18683,14.206845
913,17764,65.36177
914,5439,53.19399
915,6322,10.146396
916,18280,80.301414
917,6172,65.535446
918,18466,67.779686
919,18359,32.883698
920,18002,53.515903
921,18334,90.974915
922,6110,11.4600315
923,5486,41.82917
924,5251,89.33238
925,5919,31.929697
926,6215,58.3449
927,5812,85.80302
928,18156,76.32212
929,17650,79.94628
930,18415,90.113594
931,18160,26.054323
932,5928,34.256985
933,6056,94.78
934,18025,31.285122
935,6054,35.1751
936,17681,85.176575
937,17776,77.54246
938,18133,86.55662
939,18708,56.496613
940,5394,68.329094
941,6119,58.365875
942,5270,15.637975
943,17959,86.17145
944,5406,30.423132
945,5950,53.452114
946,18168,35.48178
947,18029,79.0692
948,6239,33.00026
949,18467,88.69164
950,17964,36.38949
951,18656,42.69031
952,18552,82.23791
953,18079,85.94698
954,18678,19.739859
955,6039,72.28291
956,18185,30.988846
957,6203,70.38285
958,5360,14.997977
959,18909,35.606636
960,18196,39.78931
961,18632,89.892715
962,18512,59.138447
963,18034,37.181656
964,5268,87.59805
965,6223,32.78178
966,18631,79.10084
967,5373,32.29344
968,18696,36.283882
969,5789,62.32479
970,18900,62.665672
971,5681,43.37345
972,18283,79.458565
973,18847,18.502445
974,5159,43.39936
975,5551,12.863148
976,18074,59.970303
977,17784,24.069317
978,5335,10.016016
979,18903,32.90077
980,18062,79.22914
981,18630,24.978792
982,5599,23.093794
983,17999,19.26324
984,5701,8.257913
985,18827,85.49665
986,17970,32.12794
987,5419,41.081875
988,18581,60.88543
989,17861,95.050026
990,5393,90.07714
991,17806,91.44475
992,6129,83.83345
993,5161,40.684002
994,17804,59.611553
995,5780,74.805595
996,5479,84.881134
997,18086,33.25519
998,6248,30.50199
999,17798,38.007774
1000,18157,89.96268
1001,18272,54.98828
1002,18022,12.003834
1003,18770,31.075926
1004,5230,58.225243
1005,5565,21.045654
1006,18539,17.264416
1007,18167,77.60736
1008,5615,86.00151
1009,18307,84.592415
1010,5397,26.66303
1011,18102,8.390896
1012,18324,35.866634
1013,18099,40.002327
1014,18015,83.53825
1015,5481,88.8692
1016,18418,37.72571
1017,17831,49.4425
1018,6115,41.70875
1019,17982,62.966255
1020,18014,86.28408
1021,18779,6.6164556
1022,18820,34.675102
1023,18558,82.93136
1024,18017,64.01492
1025,17837,74.82795
1026,5976,9.638473
1027,18306,32.882214
1028,6272,44.987213
1029,18331,82.60393
1030,5561,15.478861
1031,17669,79.08847
1032,18855,35.8002
1033,5528,13.984837
1034,18321,17.40598
1035,18172,12.874728
1036,18614,41.083008
1037,17748,57.767265
1038,17800,92.56668
1039,5945,61.440292
1040,18514,19.065353
1041,5644,60.6472
1042,5982,33.52709
1043,5288,69.55135
1044,6265,89.219894
1045,5840,55.732334
1046,17851,90.78416
1047,18246,55.789444
1048,6250,88.59735
1049,5214,63.513725
1050,18777,37.498207
1051,6001,76.12751
1052,5782,59.798508
1053,5484,31.060942
1054,5760,54.540123
1055,6218,8.207931
1056,5953,17.90607
1057,18577,92.91431
1058,6264,40.313576
1059,17770,8.979111
1060,18634,14.349744
1061,5938,37.358665
1062,6214,58.907482
1063,5324,19.253326
1064,18108,82.802025
1065,18469,75.987885
1066,18672,29.859276
1067,18480,92.78502
1068,18531,84.73599
1069,6180,90.99565
1070,5454,28.664108
1071,5364,18.656933
1072,18088,57.76254
1073,17922,5.3518844
1074,6286,40.957375
1075,18456,22.836197
1076,17975,10.71538
1077,18397,88.10755
1078,5242,90.076195
1079,5244,40.59288
1080,18445,64.82858
1081,18281,50.491547
1082,5636,89.1709
1083,17957,36.178547
1084,18761,24.998293
1085,17990,50.626575
1086,5123,61.260223
1087,5801,30.561089
1088,6235,77.21924
1089,6108,82.73982
1090,5659,12.341255
1091,18503,95.60156
1092,5190,75.461365
1093,18711,85.5837
1094,18670,12.3979435
1095,18814,85.15656
1096,18057,37.688484
1097,18751,38.244736
1098,18786,82.59776
1099,6150,14.725744
1100,18574,57.044117
1101,18506,34.46607
1102,18828,66.86596
1103,6069,25.651552
1104,5180,24.642223
1105,6166,56.993862
1106,17791,77.0616
1107,5113,36.337353
1108,17939,85.99458
1109,6259,5.536613
1110,17928,84.656784
1111,17624,69.90685
1112,17623,57.61872
1113,18477,52.05753
1114,17734,81.229034
1115,18275,64.49794
1116,17998,62.54818
1117,17992,20.628042
1118,5655,40.806435
1119,5969,31.439455
1120,5863,72.87855
1121,18803,59.21417
1122,5418,34.862144
1123,5850,88.54669
1124,5240,82.08503
1125,5672,82.74173
1126,6094,56.391808
1127,5293,24.5203
1128,5081,16.157717
1129,5537,91.04629
1130,5663,75.54296
1131,17790,59.487904
1132,6205,83.6334
1133,6198,37.397995
1134,5566,5.3180103
1135,5742,40.95127
1136,6096,45.65635
1137,6004,92.886055
1138,5092,90.457
1139,18593,90.1176
1140,6177,21.948772
1141,5413,27.035227
1142,5917,82.724945
1143,5211,39.71844
1144,5848,35.855816
1145,17839,10.366312
1146,5553,72.848785
1147,18590,11.05024
1148,5451,46.37932
1149,6273,82.288704
1150,17641,67.04451
1151,5523,55.806366
1152,17749,39.099327
1153,6093,9.477887
1154,5440,11.188895
1155,18671,82.20801
1156,5743,63.891357
1157,17740,90.919815
1158,5153,64.88796
1159,17881,9.554183
1160,18256,22.136353
1161,18638,91.55905
1162,5396,34.534683
1163,17997,95.15706
1164,17687,61.81266
1165,18627,12.903179
1166,5277,64.6877
1167,18826,39.115597
1168,5719,35.054295
1169,5600,58.488823
1170,18112,45.45947
1171,5522,48.04611
1172,18089,21.23756
1173,5090,64.901985
1174,5124,77.31921
1175,18120,42.216198
1176,5557,26.885681
1177,5796,86.6558
1178,17937,63.593678
1179,18265,27.251738
1180,18878,86.87677
1181,5773,15.610726
1182,18091,54.2198
1183,5964,70.3985
1184,18019,94.9817
1185,5133,19.1253
1186,6170,36.65892
1187,17803,34.65133
1188,5966,65.98899
1189,18124,42.51792
1190,18717,34.010155
1191,5243,86.681496
1192,17882,58.33141
1193,18533,86.25575
1194,18876,57.454483
1195,18744,33.43972
1196,5278,11.782168
1197,5239,11.559521
1198,5358,93.00192
1199,5574,29.849897
1200,5641,71.10093
1201,18186,19.292727
1202,17885,59.308334
1203,5939,13.123854
1204,5155,87.49512
1205,5412,91.665085
1206,17699,58.161915
1207,17640,37.855587
1208,18522,88.262184
1209,17905,69.929436
1210,5575,29.946997
1211,5569,45.17625
1212,5325,27.510988
1213,18703,27.741926
1214,17898,33.123737
1215,18351,58.966133
1216,18560,12.957922
1217,5372,64.74511
1218,17985,36.516953
1219,5186,11.477943
1220,5098,83.213234
1221,18063,32.522446
1222,6041,31.195347
1223,5638,38.144363
1224,18493,20.411085
1225,18216,26.476398
1226,18223,69.487175
1227,5694,83.44311
1228,5088,59.32697
1229,18621,56.70508
1230,5363,84.14046
1231,5943,94.63624
1232,5765,79.20316
1233,17870,42.84589
1234,5106,81.033134
1235,18004,39.525066
1236,17980,34.671577
1237,5385,36.584797
1238,5810,42.312756
1239,6236,53.44072
1240,18393,90.902
1241,5721,91.408806
1242,18045,55.70621
1243,18335,39.223736
1244,18008,90.15231
1245,5468,36.201477
1246,18806,91.45232
1247,17819,32.780647
1248,5965,83.25777
1249,18230,61.362747
1250,5336,91.159225
1251,5577,34.215836
1252,18760,31.979803
1253,17860,32.631317
1254,18782,37.447872
1255,6072,45.445168
1256,17744,46.34354
1257,18519,84.513
1258,17811,84.51968
1259,5445,19.820086
1260,5491,61.612526
1261,5992,52.28306
1262,5269,80.68669
1263,18608,88.64132
1264,5582,89.73294
1265,5961,14.548143
1266,18092,67.354324
1267,17830,15.4173
1268,17778,40.733017
1269,6036,89.239365
1270,17698,88.66978
1271,5286,33.715958
1272,18619,43.33203
1273,6242,85.99265
1274,5320,91.810265
1275,6149,93.432976
1276,18048,61.962486
1277,17852,42.04068
1278,6208,7.7337203
1279,18363,9.542124
1280,5937,51.99496
1281,6007,13.250567
1282,5248,37.050346
1283,17691,76.49966
1284,5411,57.098595
1285,5533,94.04212
1286,5806,13.206722
1287,5867,80.34807
1288,5902,57.56538
1289,5465,24.032372
1290,5441,18.986664
1291,5279,58.177574
1292,17745,47.58752
1293,18795,62.430817
1294,18743,74.69833
1295,18193,85.49979
1296,5935,41.040077
1297,5222,36.83222
1298,5633,53.890594
1299,5326,66.73948
1300,6113,79.19126
1301,17914,85.53278
1302,18132,49.65955
1303,18199,57.495255
1304,6260,58.59172
1305,17893,54.525322
1306,5518,55.89031
1307,5568,19.114508
1308,5231,6.094209
1309,5926,28.049622
1310,6164,85.0382
1311,18126,37.950863
1312,17989,53.35781
1313,18368,66.26817
1314,5527,60.814503
1315,17785,36.642597
1316,5341,94.382034
1317,5979,65.24059
1318,17812,23.198254
1319,5492,83.28958
1320,5864,86.574196
1321,18566,18.394703
1322,18600,39.365536
1323,6301,5.5974483
1324,17700,39.577587
1325,17630,35.656097
1326,5936,35.78147
1327,18725,74.30742
1328,5610,81.81298
1329,17775,83.336136
1330,17672,66.88215
1331,5340,14.92672
1332,18290,50.80641
1333,18249,43.709835
1334,17633,59.37499
1335,18392,34.336655
1336,18431,11.416757
1337,6185,72.08088
1338,6075,7.4370146
1339,18860,60.357334
1340,6034,74.498695
1341,5322,10.637768
1342,5505,74.31371
1343,6017,5.490156
1344,5604,4.52066
1345,18784,6.7676005
1346,17918,7.7242875
1347,17854,9.007407
1348,5873,6.409848
1349,5462,8.99211
1350,17946,57.736675
1351,6146,84.89513
1352,18182,71.66064
1353,17945,12.466618
1354,18655,76.421394
1355,18435,12.239791
1356,18226,53.762657
1357,18895,5.6860533
